UserID,Round,Coins
grvkOEDWsp,94,7
grvkOEDWsp,95,2
grvkOEDWsp,96,8
grvkOEDWsp,97,1
grvkOEDWsp,98,1
grvkOEDWsp,99,3
grvkOEDWsp,100,8
grDbOGUnPa,1,2
grDbOGUnPa,2,2
grDbOGUnPa,3,0
grDbOGUnPa,4,1
grDbOGUnPa,5,3
grDbOGUnPa,6,2
grDbOGUnPa,7,1
grDbOGUnPa,8,10
grDbOGUnPa,9,4
grDbOGUnPa,10,9
grDbOGUnPa,11,10
grDbOGUnPa,12,2
grDbOGUnPa,13,1
grDbOGUnPa,14,6
grDbOGUnPa,15,5
grDbOGUnPa,16,7
grDbOGUnPa,17,6
grDbOGUnPa,18,6
grDbOGUnPa,19,8
grDbOGUnPa,20,1
grDbOGUnPa,21,0
grDbOGUnPa,22,6
grDbOGUnPa,23,10
grDbOGUnPa,24,9
grDbOGUnPa,25,5
grDbOGUnPa,26,1
grDbOGUnPa,27,2
grDbOGUnPa,28,10
grDbOGUnPa,29,7
grDbOGUnPa,30,0
grDbOGUnPa,31,10
grDbOGUnPa,32,5
grDbOGUnPa,33,10
grDbOGUnPa,34,1
grDbOGUnPa,35,6
grDbOGUnPa,36,1
grDbOGUnPa,37,3
grDbOGUnPa,38,10
grDbOGUnPa,39,10
grDbOGUnPa,40,10
grDbOGUnPa,41,4
grDbOGUnPa,42,5
grDbOGUnPa,43,2
grDbOGUnPa,44,10
grDbOGUnPa,45,8
grDbOGUnPa,46,10
grDbOGUnPa,47,2
grDbOGUnPa,48,10
grDbOGUnPa,49,1
grDbOGUnPa,50,0
grDbOGUnPa,51,2
grDbOGUnPa,52,4
grDbOGUnPa,53,1
grDbOGUnPa,54,10
grDbOGUnPa,55,3
grDbOGUnPa,56,2
grDbOGUnPa,57,3
grDbOGUnPa,58,1
grDbOGUnPa,59,4
grDbOGUnPa,60,10
grDbOGUnPa,61,3
grDbOGUnPa,62,10
grDbOGUnPa,63,10
grDbOGUnPa,64,6
grDbOGUnPa,65,7
grDbOGUnPa,66,0
grDbOGUnPa,67,3
grDbOGUnPa,68,3
grDbOGUnPa,69,0
grDbOGUnPa,70,10
grDbOGUnPa,71,5
grDbOGUnPa,72,1
grDbOGUnPa,73,2
grDbOGUnPa,74,3
grDbOGUnPa,75,5
grDbOGUnPa,76,10
grDbOGUnPa,77,4
grDbOGUnPa,78,9
grDbOGUnPa,79,8
grDbOGUnPa,80,10
grDbOGUnPa,81,2
grDbOGUnPa,82,4
grDbOGUnPa,83,10
grDbOGUnPa,84,1
grDbOGUnPa,85,5
grDbOGUnPa,86,7
grDbOGUnPa,87,0
grDbOGUnPa,88,9
grDbOGUnPa,89,1
grDbOGUnPa,90,1
grDbOGUnPa,91,8
grDbOGUnPa,92,10
grDbOGUnPa,93,7
grDbOGUnPa,94,2
grDbOGUnPa,95,4
grDbOGUnPa,96,0
grDbOGUnPa,97,4
grDbOGUnPa,98,3
grDbOGUnPa,99,3
grDbOGUnPa,100,10
grrPlOehHL,1,7
grrPlOehHL,2,3
grrPlOehHL,3,5
grrPlOehHL,4,4
grrPlOehHL,5,2
grrPlOehHL,6,2
grrPlOehHL,7,3
grrPlOehHL,8,6
grrPlOehHL,9,0
grrPlOehHL,10,10
grrPlOehHL,11,1
grrPlOehHL,12,10
grrPlOehHL,13,0
grrPlOehHL,14,1
grrPlOehHL,15,3
grrPlOehHL,16,6
grrPlOehHL,17,10
grrPlOehHL,18,1
grrPlOehHL,19,7
grrPlOehHL,20,0
grrPlOehHL,21,6
grrPlOehHL,22,1
grrPlOehHL,23,6
grrPlOehHL,24,4
grrPlOehHL,25,5
grrPlOehHL,26,2
grrPlOehHL,27,3
grrPlOehHL,28,10
grrPlOehHL,29,6
grrPlOehHL,30,1
grrPlOehHL,31,10
grrPlOehHL,32,10
grrPlOehHL,33,4
grrPlOehHL,34,2
grrPlOehHL,35,5
grrPlOehHL,36,3
grrPlOehHL,37,10
grrPlOehHL,38,1
grrPlOehHL,39,1
grrPlOehHL,40,8
grrPlOehHL,41,3
grrPlOehHL,42,5
grrPlOehHL,43,3
grrPlOehHL,44,3
grrPlOehHL,45,7
grrPlOehHL,46,10
grrPlOehHL,47,4
grrPlOehHL,48,10
grrPlOehHL,49,4
grrPlOehHL,50,5
grrPlOehHL,51,7
grrPlOehHL,52,10
grrPlOehHL,53,0
grrPlOehHL,54,5
grrPlOehHL,55,10
grrPlOehHL,56,10
grrPlOehHL,57,10
grrPlOehHL,58,1
grrPlOehHL,59,1
grrPlOehHL,60,10
grrPlOehHL,61,8
grrPlOehHL,62,2
grrPlOehHL,63,3
grrPlOehHL,64,1
grrPlOehHL,65,0
grrPlOehHL,66,2
grrPlOehHL,67,2
grrPlOehHL,68,6
grrPlOehHL,69,1
grrPlOehHL,70,5
grrPlOehHL,71,4
grrPlOehHL,72,9
grrPlOehHL,73,7
grrPlOehHL,74,2
grrPlOehHL,75,8
grrPlOehHL,76,1
grrPlOehHL,77,10
grrPlOehHL,78,10
grrPlOehHL,79,4
grrPlOehHL,80,2
grrPlOehHL,81,3
grrPlOehHL,82,9
grrPlOehHL,83,2
grrPlOehHL,84,9
grrPlOehHL,85,2
grrPlOehHL,86,10
grrPlOehHL,87,10
grrPlOehHL,88,1
grrPlOehHL,89,0
grrPlOehHL,90,8
grrPlOehHL,91,0
grrPlOehHL,92,10
grrPlOehHL,93,10
grrPlOehHL,94,2
grrPlOehHL,95,9
grrPlOehHL,96,4
grrPlOehHL,97,10
grrPlOehHL,98,0
grrPlOehHL,99,1
grrPlOehHL,100,10
grUzGtqLpJ,1,10
grUzGtqLpJ,2,4
grUzGtqLpJ,3,3
grUzGtqLpJ,4,10
grUzGtqLpJ,5,10
grUzGtqLpJ,6,1
grUzGtqLpJ,7,10
grUzGtqLpJ,8,5
grUzGtqLpJ,9,2
grUzGtqLpJ,10,1
grUzGtqLpJ,11,4
grUzGtqLpJ,12,5
grUzGtqLpJ,13,2
grUzGtqLpJ,14,10
grUzGtqLpJ,15,10
grUzGtqLpJ,16,8
grUzGtqLpJ,17,9
grUzGtqLpJ,18,7
grUzGtqLpJ,19,4
grUzGtqLpJ,20,9
grUzGtqLpJ,21,10
grUzGtqLpJ,22,10
grUzGtqLpJ,23,4
grUzGtqLpJ,24,3
grUzGtqLpJ,25,1
grUzGtqLpJ,26,6
grUzGtqLpJ,27,2
grUzGtqLpJ,28,4
grUzGtqLpJ,29,0
grUzGtqLpJ,30,0
grUzGtqLpJ,31,10
grUzGtqLpJ,32,5
grUzGtqLpJ,33,1
grUzGtqLpJ,34,5
grUzGtqLpJ,35,2
grUzGtqLpJ,36,1
grUzGtqLpJ,37,3
grUzGtqLpJ,38,10
grUzGtqLpJ,39,4
grUzGtqLpJ,40,2
grUzGtqLpJ,41,6
grUzGtqLpJ,42,3
grUzGtqLpJ,43,4
grUzGtqLpJ,44,2
grUzGtqLpJ,45,3
grUzGtqLpJ,46,1
grUzGtqLpJ,47,2
grUzGtqLpJ,48,8
grUzGtqLpJ,49,5
grUzGtqLpJ,50,10
grUzGtqLpJ,51,1
grUzGtqLpJ,52,3
grUzGtqLpJ,53,0
grUzGtqLpJ,54,0
grUzGtqLpJ,55,9
grUzGtqLpJ,56,10
grUzGtqLpJ,57,3
grUzGtqLpJ,58,10
grUzGtqLpJ,59,9
grUzGtqLpJ,60,7
grUzGtqLpJ,61,0
grUzGtqLpJ,62,6
grUzGtqLpJ,63,2
grUzGtqLpJ,64,1
grUzGtqLpJ,65,8
grUzGtqLpJ,66,3
grUzGtqLpJ,67,7
grUzGtqLpJ,68,5
grUzGtqLpJ,69,1
grUzGtqLpJ,70,2
grUzGtqLpJ,71,10
grUzGtqLpJ,72,1
grUzGtqLpJ,73,2
grUzGtqLpJ,74,10
grUzGtqLpJ,75,3
grUzGtqLpJ,76,2
grUzGtqLpJ,77,7
grUzGtqLpJ,78,10
grUzGtqLpJ,79,3
grUzGtqLpJ,80,1
grUzGtqLpJ,81,0
grUzGtqLpJ,82,8
grUzGtqLpJ,83,10
grUzGtqLpJ,84,1
grUzGtqLpJ,85,6
grUzGtqLpJ,86,1
grUzGtqLpJ,87,10
grUzGtqLpJ,88,6
grUzGtqLpJ,89,10
grUzGtqLpJ,90,0
grUzGtqLpJ,91,0
grUzGtqLpJ,92,1
grUzGtqLpJ,93,10
grUzGtqLpJ,94,6
grUzGtqLpJ,95,2
grUzGtqLpJ,96,5
grUzGtqLpJ,97,10
grUzGtqLpJ,98,10
grUzGtqLpJ,99,7
grUzGtqLpJ,100,4
graiODwKQg,1,10
graiODwKQg,2,1
graiODwKQg,3,1
graiODwKQg,4,10
graiODwKQg,5,10
graiODwKQg,6,10
graiODwKQg,7,3
graiODwKQg,8,2
graiODwKQg,9,1
graiODwKQg,10,0
graiODwKQg,11,3
graiODwKQg,12,10
graiODwKQg,13,10
graiODwKQg,14,6
graiODwKQg,15,9
graiODwKQg,16,1
graiODwKQg,17,4
graiODwKQg,18,1
graiODwKQg,19,5
graiODwKQg,20,1
graiODwKQg,21,3
graiODwKQg,22,2
graiODwKQg,23,3
graiODwKQg,24,8
graiODwKQg,25,4
graiODwKQg,26,7
graiODwKQg,27,10
graiODwKQg,28,10
graiODwKQg,29,4
graiODwKQg,30,0
graiODwKQg,31,0
graiODwKQg,32,6
graiODwKQg,33,10
graiODwKQg,34,9
graiODwKQg,35,0
graiODwKQg,36,7
graiODwKQg,37,8
graiODwKQg,38,7
graiODwKQg,39,2
graiODwKQg,40,4
graiODwKQg,41,1
graiODwKQg,42,6
graiODwKQg,43,8
graiODwKQg,44,7
graiODwKQg,45,6
graiODwKQg,46,10
graiODwKQg,47,3
graiODwKQg,48,1
graiODwKQg,49,10
graiODwKQg,50,2
graiODwKQg,51,0
graiODwKQg,52,3
graiODwKQg,53,9
graiODwKQg,54,5
graiODwKQg,55,2
graiODwKQg,56,3
graiODwKQg,57,3
graiODwKQg,58,5
graiODwKQg,59,1
graiODwKQg,60,2
graiODwKQg,61,4
graiODwKQg,62,3
graiODwKQg,63,0
graiODwKQg,64,2
graiODwKQg,65,10
graiODwKQg,66,10
graiODwKQg,67,0
graiODwKQg,68,4
graiODwKQg,69,10
graiODwKQg,70,10
graiODwKQg,71,10
graiODwKQg,72,1
graiODwKQg,73,1
graiODwKQg,74,3
graiODwKQg,75,6
graiODwKQg,76,8
graiODwKQg,77,5
graiODwKQg,78,2
graiODwKQg,79,10
graiODwKQg,80,2
graiODwKQg,81,10
graiODwKQg,82,4
graiODwKQg,83,1
graiODwKQg,84,1
graiODwKQg,85,2
graiODwKQg,86,10
graiODwKQg,87,5
graiODwKQg,88,0
graiODwKQg,89,7
graiODwKQg,90,1
graiODwKQg,91,9
graiODwKQg,92,4
graiODwKQg,93,10
graiODwKQg,94,5
graiODwKQg,95,10
graiODwKQg,96,2
graiODwKQg,97,10
graiODwKQg,98,5
graiODwKQg,99,2
graiODwKQg,100,6
grzWcpVqbe,1,2
grzWcpVqbe,2,5
grzWcpVqbe,3,1
grzWcpVqbe,4,10
grzWcpVqbe,5,1
grzWcpVqbe,6,2
grzWcpVqbe,7,10
grzWcpVqbe,8,2
grzWcpVqbe,9,1
grzWcpVqbe,10,1
grzWcpVqbe,11,0
grzWcpVqbe,12,2
grzWcpVqbe,13,2
grzWcpVqbe,14,1
grzWcpVqbe,15,0
grzWcpVqbe,16,10
grzWcpVqbe,17,10
grzWcpVqbe,18,6
grzWcpVqbe,19,2
grzWcpVqbe,20,1
grzWcpVqbe,21,10
grzWcpVqbe,22,4
grzWcpVqbe,23,3
grzWcpVqbe,24,5
grzWcpVqbe,25,5
grzWcpVqbe,26,3
grzWcpVqbe,27,7
grzWcpVqbe,28,10
grzWcpVqbe,29,0
grzWcpVqbe,30,7
grzWcpVqbe,31,0
grzWcpVqbe,32,5
grzWcpVqbe,33,8
grzWcpVqbe,34,2
grzWcpVqbe,35,8
grzWcpVqbe,36,1
grzWcpVqbe,37,10
grzWcpVqbe,38,10
grzWcpVqbe,39,2
grzWcpVqbe,40,2
grzWcpVqbe,41,9
grzWcpVqbe,42,4
grzWcpVqbe,43,10
grzWcpVqbe,44,10
grzWcpVqbe,45,10
grzWcpVqbe,46,1
grzWcpVqbe,47,5
grzWcpVqbe,48,10
grzWcpVqbe,49,9
grzWcpVqbe,50,10
grzWcpVqbe,51,5
grzWcpVqbe,52,1
grzWcpVqbe,53,6
grzWcpVqbe,54,9
grzWcpVqbe,55,3
grzWcpVqbe,56,4
grzWcpVqbe,57,3
grzWcpVqbe,58,10
grzWcpVqbe,59,4
grzWcpVqbe,60,3
grzWcpVqbe,61,7
grzWcpVqbe,62,2
grzWcpVqbe,63,9
grzWcpVqbe,64,1
grzWcpVqbe,65,1
grzWcpVqbe,66,1
grzWcpVqbe,67,10
grzWcpVqbe,68,3
grzWcpVqbe,69,10
grzWcpVqbe,70,10
grzWcpVqbe,71,0
grzWcpVqbe,72,3
grzWcpVqbe,73,3
grzWcpVqbe,74,2
grzWcpVqbe,75,7
grzWcpVqbe,76,8
grzWcpVqbe,77,5
grzWcpVqbe,78,6
grzWcpVqbe,79,3
grzWcpVqbe,80,10
grzWcpVqbe,81,4
grzWcpVqbe,82,0
grzWcpVqbe,83,6
grzWcpVqbe,84,10
grzWcpVqbe,85,10
grzWcpVqbe,86,4
grzWcpVqbe,87,1
grzWcpVqbe,88,1
grzWcpVqbe,89,2
grzWcpVqbe,90,10
grzWcpVqbe,91,0
grzWcpVqbe,92,4
grzWcpVqbe,93,0
grzWcpVqbe,94,10
grzWcpVqbe,95,8
grzWcpVqbe,96,6
grzWcpVqbe,97,6
grzWcpVqbe,98,7
grzWcpVqbe,99,4
grzWcpVqbe,100,3
grLLgJrSdL,1,7
grLLgJrSdL,2,1
grLLgJrSdL,3,10
grLLgJrSdL,4,0
grLLgJrSdL,5,6
grLLgJrSdL,6,10
grLLgJrSdL,7,7
grLLgJrSdL,8,4
grLLgJrSdL,9,10
grLLgJrSdL,10,4
grLLgJrSdL,11,9
grLLgJrSdL,12,2
grLLgJrSdL,13,8
grLLgJrSdL,14,2
grLLgJrSdL,15,10
grLLgJrSdL,16,10
grLLgJrSdL,17,1
grLLgJrSdL,18,4
grLLgJrSdL,19,10
grLLgJrSdL,20,1
grLLgJrSdL,21,7
grLLgJrSdL,22,1
grLLgJrSdL,23,10
grLLgJrSdL,24,1
grLLgJrSdL,25,10
grLLgJrSdL,26,1
grLLgJrSdL,27,5
grLLgJrSdL,28,7
grLLgJrSdL,29,7
grLLgJrSdL,30,8
grLLgJrSdL,31,3
grLLgJrSdL,32,2
grLLgJrSdL,33,2
grLLgJrSdL,34,9
grLLgJrSdL,35,6
grLLgJrSdL,36,10
grLLgJrSdL,37,10
grLLgJrSdL,38,2
grLLgJrSdL,39,2
grLLgJrSdL,40,1
grLLgJrSdL,41,2
grLLgJrSdL,42,5
grLLgJrSdL,43,6
grLLgJrSdL,44,1
grLLgJrSdL,45,0
grLLgJrSdL,46,10
grLLgJrSdL,47,3
grLLgJrSdL,48,4
grLLgJrSdL,49,2
grLLgJrSdL,50,3
grLLgJrSdL,51,0
grLLgJrSdL,52,1
grLLgJrSdL,53,10
grLLgJrSdL,54,2
grLLgJrSdL,55,5
grLLgJrSdL,56,2
grLLgJrSdL,57,2
grLLgJrSdL,58,0
grLLgJrSdL,59,10
grLLgJrSdL,60,0
grLLgJrSdL,61,10
grLLgJrSdL,62,0
grLLgJrSdL,63,4
grLLgJrSdL,64,10
grLLgJrSdL,65,3
grLLgJrSdL,66,6
grLLgJrSdL,67,3
grLLgJrSdL,68,4
grLLgJrSdL,69,9
grLLgJrSdL,70,5
grLLgJrSdL,71,6
grLLgJrSdL,72,10
grLLgJrSdL,73,2
grLLgJrSdL,74,6
grLLgJrSdL,75,1
grLLgJrSdL,76,0
grLLgJrSdL,77,3
grLLgJrSdL,78,4
grLLgJrSdL,79,8
grLLgJrSdL,80,3
grLLgJrSdL,81,10
grLLgJrSdL,82,10
grLLgJrSdL,83,9
grLLgJrSdL,84,10
grLLgJrSdL,85,1
grLLgJrSdL,86,1
grLLgJrSdL,87,3
grLLgJrSdL,88,8
grLLgJrSdL,89,5
grLLgJrSdL,90,0
grLLgJrSdL,91,1
grLLgJrSdL,92,3
grLLgJrSdL,93,5
grLLgJrSdL,94,10
grLLgJrSdL,95,4
grLLgJrSdL,96,10
grLLgJrSdL,97,1
grLLgJrSdL,98,3
grLLgJrSdL,99,10
grLLgJrSdL,100,5
grinYemKPM,1,10
grinYemKPM,2,4
grinYemKPM,3,1
grinYemKPM,4,9
grinYemKPM,5,3
grinYemKPM,6,6
grinYemKPM,7,5
grinYemKPM,8,0
grinYemKPM,9,3
grinYemKPM,10,10
grinYemKPM,11,10
grinYemKPM,12,3
grinYemKPM,13,1
grinYemKPM,14,0
grinYemKPM,15,2
grinYemKPM,16,6
grinYemKPM,17,2
grinYemKPM,18,1
grinYemKPM,19,4
grinYemKPM,20,4
grinYemKPM,21,4
grinYemKPM,22,7
grinYemKPM,23,2
grinYemKPM,24,0
grinYemKPM,25,2
grinYemKPM,26,3
grinYemKPM,27,0
grinYemKPM,28,3
grinYemKPM,29,2
grinYemKPM,30,7
grinYemKPM,31,9
grinYemKPM,32,1
grinYemKPM,33,1
grinYemKPM,34,4
grinYemKPM,35,10
grinYemKPM,36,3
grinYemKPM,37,4
grinYemKPM,38,7
grinYemKPM,39,8
grinYemKPM,40,4
grinYemKPM,41,2
grinYemKPM,42,5
grinYemKPM,43,10
grinYemKPM,44,10
grinYemKPM,45,1
grinYemKPM,46,10
grinYemKPM,47,5
grinYemKPM,48,7
grinYemKPM,49,10
grinYemKPM,50,5
grinYemKPM,51,10
grinYemKPM,52,1
grinYemKPM,53,10
grinYemKPM,54,1
grinYemKPM,55,9
grinYemKPM,56,1
grinYemKPM,57,0
grinYemKPM,58,10
grinYemKPM,59,10
grinYemKPM,60,1
grinYemKPM,61,5
grinYemKPM,62,3
grinYemKPM,63,8
grinYemKPM,64,5
grinYemKPM,65,10
grinYemKPM,66,2
grinYemKPM,67,3
grinYemKPM,68,2
grinYemKPM,69,1
grinYemKPM,70,10
grinYemKPM,71,2
grinYemKPM,72,10
grinYemKPM,73,10
grinYemKPM,74,2
grinYemKPM,75,6
grinYemKPM,76,6
grinYemKPM,77,9
grinYemKPM,78,6
grinYemKPM,79,1
grinYemKPM,80,10
grinYemKPM,81,10
grinYemKPM,82,10
grinYemKPM,83,10
grinYemKPM,84,7
grinYemKPM,85,3
grinYemKPM,86,3
grinYemKPM,87,10
grinYemKPM,88,2
grinYemKPM,89,1
grinYemKPM,90,2
grinYemKPM,91,6
grinYemKPM,92,0
grinYemKPM,93,1
grinYemKPM,94,0
grinYemKPM,95,5
grinYemKPM,96,8
grinYemKPM,97,10
grinYemKPM,98,4
grinYemKPM,99,8
grinYemKPM,100,0
grsVZRFVJl,1,6
grsVZRFVJl,2,4
grsVZRFVJl,3,6
grsVZRFVJl,4,3
grsVZRFVJl,5,5
grsVZRFVJl,6,10
grsVZRFVJl,7,2
grsVZRFVJl,8,10
grsVZRFVJl,9,1
grsVZRFVJl,10,1
grsVZRFVJl,11,8
grsVZRFVJl,12,3
grsVZRFVJl,13,10
grsVZRFVJl,14,2
grsVZRFVJl,15,4
grsVZRFVJl,16,5
grsVZRFVJl,17,10
grsVZRFVJl,18,10
grsVZRFVJl,19,5
grsVZRFVJl,20,0
grsVZRFVJl,21,10
grsVZRFVJl,22,4
grsVZRFVJl,23,10
grsVZRFVJl,24,1
grsVZRFVJl,25,10
grsVZRFVJl,26,4
grsVZRFVJl,27,7
