"118","umHnBTVKxT","2","16","4","4","2014-02-04 15:34:18"
"119","umHnBTVKxT","2","17","4","4","2014-02-04 15:34:21"
"120","glIqEtKsIN","3","26","7","7","2014-02-04 15:34:21"
"121","glIqEtKsIN","3","27","1","1","2014-02-04 15:34:23"
"122","umHnBTVKxT","2","18","6","6","2014-02-04 15:34:24"
"123","glIqEtKsIN","3","28","6","6","2014-02-04 15:34:24"
"124","glIqEtKsIN","3","29","3","3","2014-02-04 15:34:26"
"125","nlYmkfsUGd","6","51","4","4","2014-02-04 15:34:26"
"126","umHnBTVKxT","2","19","9","8","2014-02-04 15:34:26"
"127","glIqEtKsIN","3","30","10","8","2014-02-04 15:34:27"
"128","nlYmkfsUGd","6","52","8","4","2014-02-04 15:34:27"
"129","nlYmkfsUGd","6","53","3","3","2014-02-04 15:34:28"
"130","nlYmkfsUGd","6","54","8","4","2014-02-04 15:34:30"
"131","nlYmkfsUGd","6","55","3","3","2014-02-04 15:34:31"
"132","nleZsznkCM","3","21","2","2","2014-02-04 15:34:31"
"133","umHnBTVKxT","2","20","5","5","2014-02-04 15:34:32"
"134","nlYmkfsUGd","6","56","8","4","2014-02-04 15:34:32"
"135","nlYmkfsUGd","6","57","8","4","2014-02-04 15:34:34"
"136","nleZsznkCM","3","22","5","5","2014-02-04 15:34:34"
"137","nlYmkfsUGd","6","58","9","4","2014-02-04 15:34:35"
"138","nlYmkfsUGd","6","59","5","4","2014-02-04 15:34:36"
"139","nleZsznkCM","3","23","4","4","2014-02-04 15:34:36"
"140","nlYmkfsUGd","6","60","7","4","2014-02-04 15:34:37"
"141","nleZsznkCM","3","24","5","5","2014-02-04 15:34:38"
"142","glIqEtKsIN","4","31","7","7","2014-02-04 15:34:40"
"143","nleZsznkCM","3","25","3","3","2014-02-04 15:34:40"
"144","glIqEtKsIN","4","32","10","8","2014-02-04 15:34:42"
"145","nleZsznkCM","3","26","6","6","2014-02-04 15:34:42"
"146","glIqEtKsIN","4","33","7","7","2014-02-04 15:34:43"
"147","nleZsznkCM","3","27","3","3","2014-02-04 15:34:44"
"148","glIqEtKsIN","4","34","2","2","2014-02-04 15:34:45"
"149","nlYmkfsUGd","7","61","4","4","2014-02-04 15:34:45"
"150","nleZsznkCM","3","28","5","5","2014-02-04 15:34:46"
"151","glIqEtKsIN","4","35","3","3","2014-02-04 15:34:46"
"152","nlYmkfsUGd","7","62","5","5","2014-02-04 15:34:47"
"153","glIqEtKsIN","4","36","9","8","2014-02-04 15:34:47"
"154","nleZsznkCM","3","29","5","5","2014-02-04 15:34:48"
"155","nlYmkfsUGd","7","63","5","5","2014-02-04 15:34:48"
"156","glIqEtKsIN","4","37","6","6","2014-02-04 15:34:49"
"157","nlYmkfsUGd","7","64","4","4","2014-02-04 15:34:49"
"158","nleZsznkCM","3","30","7","7","2014-02-04 15:34:50"
"159","glIqEtKsIN","4","38","0","0","2014-02-04 15:34:50"
"160","nlYmkfsUGd","7","65","6","5","2014-02-04 15:34:50"
"161","nlYmkfsUGd","7","66","4","4","2014-02-04 15:34:51"
"162","glIqEtKsIN","4","39","7","7","2014-02-04 15:34:52"
"163","nlYmkfsUGd","7","67","4","4","2014-02-04 15:34:52"
"164","umHnBTVKxT","3","21","8","8","2014-02-04 15:34:52"
"165","glIqEtKsIN","4","40","6","6","2014-02-04 15:34:53"
"166","nlYmkfsUGd","7","68","5","5","2014-02-04 15:34:53"
"167","nlYmkfsUGd","7","69","4","4","2014-02-04 15:34:55"
"168","nlYmkfsUGd","7","70","5","5","2014-02-04 15:34:56"
"169","umHnBTVKxT","3","22","1","1","2014-02-04 15:34:56"
"170","umHnBTVKxT","3","23","1","1","2014-02-04 15:34:59"
"171","umHnBTVKxT","3","24","8","8","2014-02-04 15:35:02"
"172","nlYmkfsUGd","8","71","5","5","2014-02-04 15:35:03"
"173","nleZsznkCM","4","31","3","3","2014-02-04 15:35:03"
"174","nlYmkfsUGd","8","72","4","4","2014-02-04 15:35:04"
"175","umHnBTVKxT","3","25","10","9","2014-02-04 15:35:05"
"176","nlYmkfsUGd","8","73","6","5","2014-02-04 15:35:05"
"177","nleZsznkCM","4","32","5","5","2014-02-04 15:35:06"
"178","nlYmkfsUGd","8","74","0","0","2014-02-04 15:35:06"
"179","nlYmkfsUGd","8","75","7","5","2014-02-04 15:35:07"
"180","nleZsznkCM","4","33","9","6","2014-02-04 15:35:08"
"181","umHnBTVKxT","3","26","4","4","2014-02-04 15:35:08"
"182","nlYmkfsUGd","8","76","3","3","2014-02-04 15:35:08"
"183","nlYmkfsUGd","8","77","3","3","2014-02-04 15:35:09"
"184","nleZsznkCM","4","34","3","3","2014-02-04 15:35:10"
"185","nlYmkfsUGd","8","78","4","4","2014-02-04 15:35:11"
"186","umHnBTVKxT","3","27","7","7","2014-02-04 15:35:11"
"187","nlYmkfsUGd","8","79","1","1","2014-02-04 15:35:12"
"188","nleZsznkCM","4","35","4","4","2014-02-04 15:35:12"
"189","glIqEtKsIN","5","41","0","0","2014-02-04 15:35:12"
"190","nlYmkfsUGd","8","80","4","4","2014-02-04 15:35:13"
"191","nleZsznkCM","4","36","5","5","2014-02-04 15:35:14"
"192","glIqEtKsIN","5","42","0","0","2014-02-04 15:35:14"
"193","umHnBTVKxT","3","28","3","3","2014-02-04 15:35:14"
"194","glIqEtKsIN","5","43","5","5","2014-02-04 15:35:15"
"195","nleZsznkCM","4","37","4","4","2014-02-04 15:35:16"
"196","glIqEtKsIN","5","44","0","0","2014-02-04 15:35:16"
"197","umHnBTVKxT","3","29","7","7","2014-02-04 15:35:17"
"198","glIqEtKsIN","5","45","4","4","2014-02-04 15:35:17"
"199","nleZsznkCM","4","38","8","6","2014-02-04 15:35:18"
"200","glIqEtKsIN","5","46","9","8","2014-02-04 15:35:18"
"201","umHnBTVKxT","3","30","2","2","2014-02-04 15:35:19"
"202","nlYmkfsUGd","9","81","4","4","2014-02-04 15:35:19"
"203","nleZsznkCM","4","39","4","4","2014-02-04 15:35:19"
"204","glIqEtKsIN","5","47","1","1","2014-02-04 15:35:20"
"205","nlYmkfsUGd","9","82","1","1","2014-02-04 15:35:20"
"206","glIqEtKsIN","5","48","10","8","2014-02-04 15:35:21"
"207","nlYmkfsUGd","9","83","5","5","2014-02-04 15:35:21"
"208","nleZsznkCM","4","40","4","4","2014-02-04 15:35:21"
"209","nlYmkfsUGd","9","84","3","3","2014-02-04 15:35:22"
"210","glIqEtKsIN","5","49","9","8","2014-02-04 15:35:22"
"211","nlYmkfsUGd","9","85","7","5","2014-02-04 15:35:23"
"212","nlYmkfsUGd","9","86","10","5","2014-02-04 15:35:24"
"213","glIqEtKsIN","5","50","2","2","2014-02-04 15:35:25"
"214","nlYmkfsUGd","9","87","2","2","2014-02-04 15:35:25"
"215","nlYmkfsUGd","9","88","5","5","2014-02-04 15:35:26"
"216","nlYmkfsUGd","9","89","9","5","2014-02-04 15:35:27"
"217","nlYmkfsUGd","9","90","7","5","2014-02-04 15:35:29"
"218","nleZsznkCM","5","41","5","5","2014-02-04 15:35:34"
"219","umHnBTVKxT","4","31","7","7","2014-02-04 15:35:35"
"220","nlYmkfsUGd","10","91","4","4","2014-02-04 15:35:36"
"221","nleZsznkCM","5","42","4","4","2014-02-04 15:35:36"
"222","nlYmkfsUGd","10","92","2","2","2014-02-04 15:35:37"
"223","glIqEtKsIN","6","51","9","7","2014-02-04 15:35:37"
"224","nleZsznkCM","5","43","4","4","2014-02-04 15:35:38"
"225","nlYmkfsUGd","10","93","5","5","2014-02-04 15:35:38"
"226","umHnBTVKxT","4","32","4","4","2014-02-04 15:35:38"
"227","nlYmkfsUGd","10","94","6","5","2014-02-04 15:35:39"
"228","glIqEtKsIN","6","52","8","7","2014-02-04 15:35:39"
"229","nleZsznkCM","5","44","6","6","2014-02-04 15:35:40"
"230","nlYmkfsUGd","10","95","5","5","2014-02-04 15:35:40"
"231","glIqEtKsIN","6","53","4","4","2014-02-04 15:35:41"
"232","umHnBTVKxT","4","33","8","8","2014-02-04 15:35:41"
"233","nlYmkfsUGd","10","96","8","5","2014-02-04 15:35:41"
"234","nleZsznkCM","5","45","8","7","2014-02-04 15:35:41"
"235","glIqEtKsIN","6","54","4","4","2014-02-04 15:35:42"
"236","nlYmkfsUGd","10","97","6","5","2014-02-04 15:35:42"
"237","umHnBTVKxT","4","34","7","7","2014-02-04 15:35:43"
"238","glIqEtKsIN","6","55","6","6","2014-02-04 15:35:43"
"239","nlYmkfsUGd","10","98","5","5","2014-02-04 15:35:43"
"240","umHnBTVKxT","4","35","5","5","2014-02-04 15:35:44"
"241","nleZsznkCM","5","46","8","7","2014-02-04 15:35:44"
"242","nlYmkfsUGd","10","99","4","4","2014-02-04 15:35:45"
"243","glIqEtKsIN","6","56","6","6","2014-02-04 15:35:45"
"244","umHnBTVKxT","4","36","2","2","2014-02-04 15:35:45"
"245","nlYmkfsUGd","10","100","6","5","2014-02-04 15:35:46"
"246","glIqEtKsIN","6","57","4","4","2014-02-04 15:35:46"
"247","nleZsznkCM","5","47","3","3","2014-02-04 15:35:46"
"248","glIqEtKsIN","6","58","7","7","2014-02-04 15:35:47"
"249","umHnBTVKxT","4","37","3","3","2014-02-04 15:35:48"
"250","nleZsznkCM","5","48","4","4","2014-02-04 15:35:48"
"251","glIqEtKsIN","6","59","10","7","2014-02-04 15:35:48"
"252","umHnBTVKxT","4","38","1","1","2014-02-04 15:35:49"
"253","glIqEtKsIN","6","60","6","6","2014-02-04 15:35:50"
"254","nleZsznkCM","5","49","5","5","2014-02-04 15:35:50"
"255","umHnBTVKxT","4","39","3","3","2014-02-04 15:35:51"
"256","nleZsznkCM","5","50","2","2","2014-02-04 15:35:52"
"257","umHnBTVKxT","4","40","7","7","2014-02-04 15:35:52"
"258","glIqEtKsIN","7","61","10","7","2014-02-04 15:36:02"
"259","glIqEtKsIN","7","62","0","0","2014-02-04 15:36:05"
"260","glIqEtKsIN","7","63","8","7","2014-02-04 15:36:06"
"261","glIqEtKsIN","7","64","10","7","2014-02-04 15:36:08"
"262","glIqEtKsIN","7","65","0","0","2014-02-04 15:36:10"
"263","nleZsznkCM","6","51","3","3","2014-02-04 15:36:10"
"264","umHnBTVKxT","5","41","7","7","2014-02-04 15:36:10"
"265","glIqEtKsIN","7","66","9","7","2014-02-04 15:36:11"
"266","nleZsznkCM","6","52","4","4","2014-02-04 15:36:12"
"267","glIqEtKsIN","7","67","9","7","2014-02-04 15:36:13"
"268","umXiczYIfE","1","8","5","3","2014-02-04 15:36:13"
"269","umHnBTVKxT","5","42","9","9","2014-02-04 15:36:13"
"270","nleZsznkCM","6","53","6","6","2014-02-04 15:36:14"
"271","umHnBTVKxT","5","43","9","9","2014-02-04 15:36:15"
"272","nleZsznkCM","6","54","7","6","2014-02-04 15:36:16"
"273","glIqEtKsIN","7","68","8","7","2014-02-04 15:36:16"
"274","umXiczYIfE","1","9","2","2","2014-02-04 15:36:17"
"275","umHnBTVKxT","5","44","4","4","2014-02-04 15:36:17"
"276","nleZsznkCM","6","55","6","6","2014-02-04 15:36:17"
"277","glIqEtKsIN","7","69","0","0","2014-02-04 15:36:18"
"278","nleZsznkCM","6","56","2","2","2014-02-04 15:36:19"
"279","umHnBTVKxT","5","45","4","4","2014-02-04 15:36:19"
"280","glIqEtKsIN","7","70","0","0","2014-02-04 15:36:20"
"281","umXiczYIfE","1","10","3","3","2014-02-04 15:36:21"
"282","umHnBTVKxT","5","46","8","8","2014-02-04 15:36:21"
"283","nleZsznkCM","6","57","3","3","2014-02-04 15:36:21"
"284","umHnBTVKxT","5","47","6","6","2014-02-04 15:36:23"
"285","nleZsznkCM","6","58","7","6","2014-02-04 15:36:23"
"286","nleZsznkCM","6","59","6","6","2014-02-04 15:36:24"
"287","umHnBTVKxT","5","48","2","2","2014-02-04 15:36:25"
"288","nleZsznkCM","6","60","7","6","2014-02-04 15:36:26"
"289","umHnBTVKxT","5","49","2","2","2014-02-04 15:36:27"
"290","umHnBTVKxT","5","50","7","7","2014-02-04 15:36:29"
"291","glIqEtKsIN","8","71","8","8","2014-02-04 15:36:31"
"292","glIqEtKsIN","8","72","3","3","2014-02-04 15:36:33"
"293","glIqEtKsIN","8","73","5","5","2014-02-04 15:36:36"
"294","glIqEtKsIN","8","74","7","7","2014-02-04 15:36:38"
"295","nleZsznkCM","7","61","6","6","2014-02-04 15:36:39"
"296","glIqEtKsIN","8","75","3","3","2014-02-04 15:36:41"
"297","nleZsznkCM","7","62","9","7","2014-02-04 15:36:42"
"298","nleZsznkCM","7","63","2","2","2014-02-04 15:36:44"
"299","glIqEtKsIN","8","76","10","8","2014-02-04 15:36:44"
"300","umHnBTVKxT","6","51","5","5","2014-02-04 15:36:45"
"301","nleZsznkCM","7","64","3","3","2014-02-04 15:36:45"
"302","glIqEtKsIN","8","77","1","1","2014-02-04 15:36:46"
"303","nleZsznkCM","7","65","8","7","2014-02-04 15:36:47"
"304","umHnBTVKxT","6","52","6","6","2014-02-04 15:36:48"
"305","nleZsznkCM","7","66","3","3","2014-02-04 15:36:49"
"306","glIqEtKsIN","8","78","5","5","2014-02-04 15:36:49"
"307","umHnBTVKxT","6","53","3","3","2014-02-04 15:36:50"
"308","nleZsznkCM","7","67","4","4","2014-02-04 15:36:50"
"309","glIqEtKsIN","8","79","0","0","2014-02-04 15:36:52"
"310","umHnBTVKxT","6","54","9","9","2014-02-04 15:36:52"
"311","nleZsznkCM","7","68","1","1","2014-02-04 15:36:52"
"312","umHnBTVKxT","6","55","10","9","2014-02-04 15:36:54"
"313","glIqEtKsIN","8","80","5","5","2014-02-04 15:36:54"
"314","nleZsznkCM","7","69","5","5","2014-02-04 15:36:54"
"315","umHnBTVKxT","6","56","6","6","2014-02-04 15:36:56"
"316","nleZsznkCM","7","70","5","5","2014-02-04 15:36:56"
"317","umHnBTVKxT","6","57","5","5","2014-02-04 15:36:57"
"318","umHnBTVKxT","6","58","3","3","2014-02-04 15:36:59"
"319","umHnBTVKxT","6","59","0","0","2014-02-04 15:37:01"
"320","umHnBTVKxT","6","60","9","9","2014-02-04 15:37:03"
"321","nleZsznkCM","8","71","6","6","2014-02-04 15:37:05"
"322","nleZsznkCM","8","72","3","3","2014-02-04 15:37:07"
"323","glIqEtKsIN","9","81","8","7","2014-02-04 15:37:08"
"324","nleZsznkCM","8","73","3","3","2014-02-04 15:37:09"
"325","glIqEtKsIN","9","82","8","7","2014-02-04 15:37:10"
"326","nleZsznkCM","8","74","5","5","2014-02-04 15:37:10"
"327","glIqEtKsIN","9","83","9","7","2014-02-04 15:37:12"
"328","nleZsznkCM","8","75","4","4","2014-02-04 15:37:12"
"329","glIqEtKsIN","9","84","4","4","2014-02-04 15:37:14"
"330","nleZsznkCM","8","76","7","6","2014-02-04 15:37:14"
"331","nleZsznkCM","8","77","10","6","2014-02-04 15:37:16"
"332","nleZsznkCM","8","78","6","6","2014-02-04 15:37:18"
"333","glIqEtKsIN","9","85","6","6","2014-02-04 15:37:20"
"334","umHnBTVKxT","7","61","10","9","2014-02-04 15:37:20"
"335","nleZsznkCM","8","79","2","2","2014-02-04 15:37:20"
"336","nleZsznkCM","8","80","6","6","2014-02-04 15:37:22"
"337","glIqEtKsIN","9","86","4","4","2014-02-04 15:37:23"
"338","umHnBTVKxT","7","62","0","0","2014-02-04 15:37:24"
"339","glIqEtKsIN","9","87","0","0","2014-02-04 15:37:26"
"340","umHnBTVKxT","7","63","8","8","2014-02-04 15:37:26"
"341","umHnBTVKxT","7","64","7","7","2014-02-04 15:37:27"
"342","glIqEtKsIN","9","88","9","7","2014-02-04 15:37:27"
"343","umHnBTVKxT","7","65","5","5","2014-02-04 15:37:29"
"344","glIqEtKsIN","9","89","7","7","2014-02-04 15:37:31"
"345","nleZsznkCM","9","81","0","0","2014-02-04 15:37:32"
"346","umHnBTVKxT","7","66","0","0","2014-02-04 15:37:32"
"347","glIqEtKsIN","9","90","2","2","2014-02-04 15:37:34"
"348","nleZsznkCM","9","82","7","7","2014-02-04 15:37:34"
"349","nleZsznkCM","9","83","7","7","2014-02-04 15:37:36"
"350","umXiczYIfE","2","11","9","3","2014-02-04 15:37:36"
"351","nleZsznkCM","9","84","6","6","2014-02-04 15:37:38"
"352","nleZsznkCM","9","85","5","5","2014-02-04 15:37:39"
"353","umHnBTVKxT","7","67","4","4","2014-02-04 15:37:39"
"354","nleZsznkCM","9","86","5","5","2014-02-04 15:37:41"
"355","umHnBTVKxT","7","68","10","9","2014-02-04 15:37:41"
"356","umXiczYIfE","2","12","1","1","2014-02-04 15:37:42"
"357","nleZsznkCM","9","87","5","5","2014-02-04 15:37:42"
"358","umHnBTVKxT","7","69","8","8","2014-02-04 15:37:43"
"359","umXiczYIfE","2","13","6","3","2014-02-04 15:37:44"
"360","nleZsznkCM","9","88","6","6","2014-02-04 15:37:44"
"361","umXiczYIfE","2","14","8","3","2014-02-04 15:37:46"
"362","nleZsznkCM","9","89","5","5","2014-02-04 15:37:46"
"363","umHnBTVKxT","7","70","3","3","2014-02-04 15:37:46"
"364","glIqEtKsIN","10","91","9","8","2014-02-04 15:37:46"
"365","umXiczYIfE","2","15","8","3","2014-02-04 15:37:47"
"366","nleZsznkCM","9","90","8","7","2014-02-04 15:37:47"
"367","glIqEtKsIN","10","92","3","3","2014-02-04 15:37:48"
"368","umXiczYIfE","2","16","1","1","2014-02-04 15:37:49"
"369","glIqEtKsIN","10","93","0","0","2014-02-04 15:37:50"
"370","umXiczYIfE","2","17","8","3","2014-02-04 15:37:51"
"371","glIqEtKsIN","10","94","0","0","2014-02-04 15:37:52"
"372","umXiczYIfE","2","18","3","3","2014-02-04 15:37:53"
"373","glIqEtKsIN","10","95","2","2","2014-02-04 15:37:54"
"374","umXiczYIfE","2","19","3","3","2014-02-04 15:37:55"
"375","glIqEtKsIN","10","96","1","1","2014-02-04 15:37:55"
"376","umXiczYIfE","2","20","0","0","2014-02-04 15:37:56"
"377","glIqEtKsIN","10","97","0","0","2014-02-04 15:37:57"
"378","nleZsznkCM","10","91","1","1","2014-02-04 15:37:58"
"379","glIqEtKsIN","10","98","5","5","2014-02-04 15:37:59"
"380","nleZsznkCM","10","92","7","7","2014-02-04 15:38:01"
"381","umHnBTVKxT","8","71","6","6","2014-02-04 15:38:01"
"382","glIqEtKsIN","10","99","0","0","2014-02-04 15:38:02"
"383","nleZsznkCM","10","93","5","5","2014-02-04 15:38:02"
"384","umHnBTVKxT","8","72","9","9","2014-02-04 15:38:04"
"385","glIqEtKsIN","10","100","10","8","2014-02-04 15:38:04"
"386","nleZsznkCM","10","94","8","7","2014-02-04 15:38:04"
"387","umHnBTVKxT","8","73","9","9","2014-02-04 15:38:05"
"388","nleZsznkCM","10","95","5","5","2014-02-04 15:38:06"
"389","umHnBTVKxT","8","74","3","3","2014-02-04 15:38:07"
"390","nleZsznkCM","10","96","4","4","2014-02-04 15:38:08"
"391","umHnBTVKxT","8","75","10","9","2014-02-04 15:38:09"
"392","nleZsznkCM","10","97","2","2","2014-02-04 15:38:10"
"393","umHnBTVKxT","8","76","5","5","2014-02-04 15:38:10"
"394","nleZsznkCM","10","98","4","4","2014-02-04 15:38:12"
"395","nleZsznkCM","10","99","6","6","2014-02-04 15:38:13"
"396","umHnBTVKxT","8","77","0","0","2014-02-04 15:38:13"
"397","nleZsznkCM","10","100","5","5","2014-02-04 15:38:15"
"398","umHnBTVKxT","8","78","0","0","2014-02-04 15:38:16"
"399","umHnBTVKxT","8","79","6","6","2014-02-04 15:38:19"
"400","umHnBTVKxT","8","80","3","3","2014-02-04 15:38:22"
